customer_id_legacy,transaction_id,purchase_amount,customer_rating,purchase_amount_noisy,purchase_date,customer_id_new,social_media_platform,engagement_score,purchase_interest_score,review_sentiment,customer_engagement_score,moving_avg_purchase,purchase_month,monthly_total_spend,monthly_avg_spend,product_category_Books,product_category_Clothing,product_category_Electronics,product_category_Groceries,product_category_Sports,avg_spent_last_3
129.0,1019.0,280.0,4.0,253.75647420980863,2024-01-19,A114,Facebook,87.0,4.8,Negative,54.12,280.0,2024-01,280.0,280.0,False,False,True,False,False,280.0
137.0,1020.0,286.0,3.2,298.07973078716475,2024-01-20,A149,Facebook,51.0,1.3,Positive,31.119999999999997,286.0,2024-01,286.0,286.0,False,False,True,False,False,286.0
101.0,1021.0,192.0,3.4,202.93188240140364,2024-01-21,A116,Twitter,78.0,1.1,Negative,47.239999999999995,244.66666666666666,2024-01,2315.0,231.5,False,False,False,True,False,244.66666666666666
101.0,1021.0,192.0,3.4,202.93188240140364,2024-01-21,A116,LinkedIn,89.0,2.4,Neutral,54.36,218.33333333333334,2024-01,2315.0,231.5,False,False,False,True,False,218.33333333333334
101.0,1021.0,192.0,3.4,202.93188240140364,2024-01-21,A116,Instagram,81.0,4.6,Neutral,50.44,192.0,2024-01,2315.0,231.5,False,False,False,True,False,192.0
101.0,1021.0,192.0,3.4,202.93188240140364,2024-01-21,A116,TikTok,83.0,1.2,Negative,50.279999999999994,192.0,2024-01,2315.0,231.5,False,False,False,True,False,192.0
101.0,1021.0,192.0,3.4,202.93188240140364,2024-01-21,A116,Twitter,78.0,1.1,Negative,47.239999999999995,192.0,2024-01,2315.0,231.5,False,False,False,True,False,192.0
163.0,1022.0,220.0,2.7,201.2243258077249,2024-01-22,A180,Facebook,57.0,3.8,Negative,35.72,220.0,2024-01,440.0,220.0,False,False,False,True,False,220.0
163.0,1022.0,220.0,2.7,201.2243258077249,2024-01-22,A180,LinkedIn,98.0,2.1,Negative,59.64,220.0,2024-01,440.0,220.0,False,False,False,True,False,220.0
159.0,1023.0,78.0,2.0,77.62062902239968,2024-01-23,A170,Unknown,77.0,3.6500000000000004,Neutral,47.66,78.0,2024-01,157.22711422941953,78.61355711470976,False,False,False,True,False,78.0
120.0,1024.0,85.0,2.4,87.2438025178948,2024-01-24,A159,Unknown,77.0,3.6500000000000004,Neutral,47.66,240.0,2024-01,480.0,240.0,False,False,False,False,True,240.0
132.0,1025.0,62.0,4.0,56.81530600824944,2024-01-25,A134,Unknown,77.0,3.6500000000000004,Neutral,47.66,62.0,2024-01,62.0,62.0,False,False,True,False,False,62.0
175.0,1026.0,209.0,1.1,197.5081593505224,2024-01-26,A176,Facebook,70.0,3.3,Negative,43.32,209.0,2024-01,209.0,209.0,False,False,False,False,True,209.0
157.0,1027.0,376.0,1.5,353.3483402068317,2024-01-27,A168,LinkedIn,60.0,4.4,Positive,37.76,376.0,2024-01,376.0,376.0,False,False,False,True,False,376.0
121.0,1028.0,236.0,1.2,257.77998125013914,2024-01-28,A185,TikTok,90.0,3.4,Neutral,55.36,175.33333333333334,2024-01,1524.0,190.5,False,False,True,False,False,175.33333333333334
121.0,1028.0,236.0,1.2,257.77998125013914,2024-01-28,A185,Facebook,78.0,2.4,Positive,47.76,205.66666666666666,2024-01,1524.0,190.5,False,False,True,False,False,205.66666666666666
121.0,1028.0,236.0,1.2,257.77998125013914,2024-01-28,A185,TikTok,59.0,3.6,Positive,36.839999999999996,236.0,2024-01,1524.0,190.5,False,False,True,False,False,236.0
121.0,1028.0,236.0,1.2,257.77998125013914,2024-01-28,A185,TikTok,50.0,1.5,Negative,30.6,236.0,2024-01,1524.0,190.5,False,False,True,False,False,236.0
188.0,1029.0,292.0,1.2,321.0980669013771,2024-01-29,A192,Instagram,60.0,4.3,Positive,37.72,292.0,2024-01,292.0,292.0,False,False,False,False,True,292.0
148.0,1030.0,135.0,4.4,127.4302865890902,2024-01-30,,Unknown,77.0,3.6500000000000004,Neutral,47.66,135.0,2024-01,135.0,135.0,False,False,False,False,True,135.0
190.0,1031.0,333.0,3.8,358.5615617547328,2024-01-31,A133,Twitter,72.0,1.9,Positive,43.959999999999994,333.0,2024-01,999.0,333.0,False,False,False,True,False,333.0
190.0,1031.0,333.0,3.8,358.5615617547328,2024-01-31,A133,Twitter,71.0,4.8,Negative,44.52,333.0,2024-01,999.0,333.0,False,False,False,True,False,333.0
190.0,1031.0,333.0,3.8,358.5615617547328,2024-01-31,A133,Instagram,52.0,2.7,Positive,32.28,333.0,2024-01,999.0,333.0,False,False,False,True,False,333.0
158.0,1032.0,115.0,2.9,119.12036359249154,2024-02-01,A126,TikTok,75.0,3.1,Neutral,46.24,115.0,2024-02,230.0,115.0,False,False,True,False,False,115.0
158.0,1032.0,115.0,2.9,119.12036359249154,2024-02-01,A126,Facebook,98.0,4.3,Negative,60.519999999999996,115.0,2024-02,230.0,115.0,False,False,True,False,False,115.0
141.0,1033.0,219.0,1.4,231.83731379940863,2024-02-02,A107,Twitter,96.0,1.9,Neutral,58.35999999999999,219.0,2024-02,657.0,219.0,False,False,False,True,False,219.0
141.0,1033.0,219.0,1.4,231.83731379940863,2024-02-02,A107,Facebook,62.0,4.4,Positive,38.959999999999994,219.0,2024-02,657.0,219.0,False,False,False,True,False,219.0
141.0,1033.0,219.0,1.4,231.83731379940863,2024-02-02,A107,Twitter,73.0,4.2,Positive,45.48,219.0,2024-02,657.0,219.0,False,False,False,True,False,219.0
191.0,1034.0,94.0,3.0,102.4788288413778,2024-02-03,A114,Facebook,87.0,4.8,Negative,54.12,94.0,2024-02,94.0,94.0,False,False,True,False,False,94.0
159.0,1035.0,111.0,2.9,114.30921614718436,2024-02-04,A170,Unknown,77.0,3.6500000000000004,Neutral,47.66,94.5,2024-02,1137.6785168937563,379.22617229791877,True,False,False,False,False,94.5
179.0,1036.0,490.0,1.7,506.7385570232849,2024-02-05,A111,Instagram,98.0,4.1,Negative,60.44,490.0,2024-02,490.0,490.0,False,True,False,False,False,490.0
114.0,1037.0,183.0,2.7,167.8643767813062,2024-02-06,A171,Unknown,77.0,3.6500000000000004,Neutral,47.66,312.5,2024-02,183.0,183.0,False,True,False,False,False,312.5
161.0,1038.0,333.0,2.6,365.6325723682521,2024-02-07,A118,Facebook,76.0,3.9,Negative,47.160000000000004,333.0,2024-02,807.5514882487859,201.88787206219646,False,True,False,False,False,333.0
161.0,1039.0,77.0,3.0,72.76376412725149,2024-02-08,A118,Facebook,76.0,3.9,Negative,47.160000000000004,205.0,2024-02,807.5514882487859,201.88787206219646,False,False,False,True,False,205.0
146.0,1040.0,157.0,3.5,144.29602636311793,2024-02-09,A196,Instagram,85.0,3.9,Negative,52.56,157.0,2024-02,157.0,157.0,True,False,False,False,False,157.0
161.0,1041.0,93.0,1.2,100.94766305932735,2024-02-10,A118,Facebook,76.0,3.9,Negative,47.160000000000004,167.66666666666666,2024-02,807.5514882487859,201.88787206219646,False,False,True,False,False,167.66666666666666
150.0,1042.0,389.0,3.0,384.8517487569894,2024-02-11,A143,Instagram,68.0,1.2,Negative,41.279999999999994,389.0,2024-02,566.0,283.0,False,False,False,False,True,389.0
154.0,1043.0,335.0,3.0,363.974235715221,2024-02-12,,Unknown,77.0,3.6500000000000004,Neutral,47.66,335.0,2024-02,660.5237592370468,330.2618796185234,False,False,True,False,False,335.0
163.0,1044.0,495.0,3.0,496.1547189705804,2024-02-13,A180,Facebook,57.0,3.8,Negative,35.72,311.6666666666667,2024-02,990.0,495.0,False,False,False,False,True,311.6666666666667
163.0,1044.0,495.0,3.0,496.1547189705804,2024-02-13,A180,LinkedIn,98.0,2.1,Negative,59.64,403.3333333333333,2024-02,990.0,495.0,False,False,False,False,True,403.3333333333333
102.0,1045.0,380.0,4.4,387.5479933885652,2024-02-14,,Unknown,77.0,3.6500000000000004,Neutral,47.66,240.5,2024-02,380.0,380.0,False,False,True,False,False,240.5
150.0,1046.0,177.0,3.6,188.8454042157337,2024-02-15,A143,Instagram,68.0,1.2,Negative,41.279999999999994,283.0,2024-02,566.0,283.0,True,False,False,False,False,283.0
106.0,1047.0,397.0,1.7,396.4801374644762,2024-02-16,A102,LinkedIn,51.0,4.8,Neutral,32.519999999999996,397.0,2024-02,1169.7209214037698,389.9069738012566,False,False,False,False,True,397.0
120.0,1048.0,280.0,1.3,278.14403534154087,2024-02-17,A159,Unknown,77.0,3.6500000000000004,Neutral,47.66,253.33333333333334,2024-02,280.0,280.0,False,False,False,True,False,253.33333333333334
172.0,1049.0,239.0,3.6,245.0411234271809,2024-02-18,,Unknown,77.0,3.6500000000000004,Neutral,47.66,239.0,2024-02,462.54314412289193,231.27157206144597,False,False,True,False,False,239.0
138.0,1050.0,274.0,1.1,256.93335285969243,2024-02-19,A124,TikTok,75.0,4.6,Neutral,46.84,274.0,2024-02,822.0,274.0,False,False,True,False,False,274.0
138.0,1050.0,274.0,1.1,256.93335285969243,2024-02-19,A124,Facebook,95.0,3.7,Positive,58.48,274.0,2024-02,822.0,274.0,False,False,True,False,False,274.0
138.0,1050.0,274.0,1.1,256.93335285969243,2024-02-19,A124,LinkedIn,77.0,3.2,Positive,47.48,274.0,2024-02,822.0,274.0,False,False,True,False,False,274.0
117.0,1051.0,434.0,3.3,413.3646295406734,2024-02-20,,Unknown,77.0,3.6500000000000004,Neutral,47.66,434.0,2024-02,888.1361995940433,444.06809979702166,False,False,False,False,True,434.0
103.0,1052.0,426.0,4.8,457.95663795534665,2024-02-21,A194,LinkedIn,89.0,4.0,Negative,55.0,426.0,2024-02,426.0,426.0,False,False,False,True,False,426.0
188.0,1053.0,332.0,3.3,359.2822500619848,2024-02-22,A192,Instagram,60.0,4.3,Positive,37.72,312.0,2024-02,332.0,332.0,False,False,False,True,False,312.0
159.0,1054.0,495.0,2.6,484.2561549574857,2024-02-23,A170,Unknown,77.0,3.6500000000000004,Neutral,47.66,228.0,2024-02,1137.6785168937563,379.22617229791877,True,False,False,False,False,228.0
113.0,1055.0,170.0,3.6,165.26418358546866,2024-02-24,A196,Instagram,85.0,3.9,Negative,52.56,170.0,2024-02,170.0,170.0,False,False,False,True,False,170.0
108.0,1056.0,165.0,2.8,158.0966186213721,2024-02-25,,Unknown,77.0,3.6500000000000004,Neutral,47.66,165.0,2024-02,165.0,165.0,False,False,False,True,False,165.0
189.0,1057.0,282.0,3.2,257.407287338144,2024-02-26,A173,TikTok,63.0,4.3,Negative,39.519999999999996,282.0,2024-02,564.0,282.0,False,False,False,True,False,282.0
189.0,1057.0,282.0,3.2,257.407287338144,2024-02-26,A173,Facebook,78.0,3.9,Negative,48.36,282.0,2024-02,564.0,282.0,False,False,False,True,False,282.0
152.0,1058.0,308.0,4.8,297.8326977229245,2024-02-27,A152,Facebook,95.0,4.1,Positive,58.64,394.0,2024-02,616.0,308.0,False,True,False,False,False,394.0
152.0,1058.0,308.0,4.8,297.8326977229245,2024-02-27,A152,Instagram,81.0,4.2,Positive,50.28,351.0,2024-02,616.0,308.0,False,True,False,False,False,351.0
101.0,1059.0,408.0,2.5,448.6388261812807,2024-02-28,A116,Twitter,78.0,1.1,Negative,47.239999999999995,264.0,2024-02,2040.0,408.0,True,False,False,False,False,264.0
101.0,1059.0,408.0,2.5,448.6388261812807,2024-02-28,A116,LinkedIn,89.0,2.4,Neutral,54.36,336.0,2024-02,2040.0,408.0,True,False,False,False,False,336.0
101.0,1059.0,408.0,2.5,448.6388261812807,2024-02-28,A116,Instagram,81.0,4.6,Neutral,50.44,408.0,2024-02,2040.0,408.0,True,False,False,False,False,408.0
101.0,1059.0,408.0,2.5,448.6388261812807,2024-02-28,A116,TikTok,83.0,1.2,Negative,50.279999999999994,408.0,2024-02,2040.0,408.0,True,False,False,False,False,408.0
101.0,1059.0,408.0,2.5,448.6388261812807,2024-02-28,A116,Twitter,78.0,1.1,Negative,47.239999999999995,408.0,2024-02,2040.0,408.0,True,False,False,False,False,408.0
183.0,1060.0,247.0,4.8,252.1036100626397,2024-02-29,A183,TikTok,90.0,4.1,Positive,55.64,247.0,2024-02,494.0,247.0,False,False,True,False,False,247.0
183.0,1060.0,247.0,4.8,252.1036100626397,2024-02-29,A183,TikTok,72.0,5.0,Positive,45.199999999999996,247.0,2024-02,494.0,247.0,False,False,True,False,False,247.0
191.0,1061.0,460.0,4.6,499.7832178635044,2024-03-01,A114,Facebook,87.0,4.8,Negative,54.12,277.0,2024-03,460.0,460.0,False,False,False,False,True,277.0
159.0,1062.0,186.0,1.8,199.47924258717856,2024-03-02,A170,Unknown,77.0,3.6500000000000004,Neutral,47.66,264.0,2024-03,186.0,186.0,False,False,True,False,False,264.0
170.0,1063.0,367.0,1.3,367.6939686138883,2024-03-03,A181,Twitter,66.0,2.1,Positive,40.440000000000005,367.0,2024-03,367.0,367.0,True,False,False,False,False,367.0
143.0,1064.0,214.0,1.4,195.440521368964,2024-03-04,,Unknown,77.0,3.6500000000000004,Neutral,47.66,214.0,2024-03,649.0,324.5,False,False,False,False,True,214.0
107.0,1065.0,274.0,1.1,289.62065706041057,2024-03-05,,Unknown,77.0,3.6500000000000004,Neutral,47.66,274.0,2024-03,831.8086297271818,277.2695432423939,True,False,False,False,False,274.0
146.0,1066.0,356.0,1.4,324.6300346324681,2024-03-06,A196,Instagram,85.0,3.9,Negative,52.56,256.5,2024-03,356.0,356.0,False,False,False,True,False,256.5
134.0,1067.0,283.0,3.7,271.54668435864176,2024-03-07,A120,Facebook,83.0,1.4,Positive,50.36,283.0,2024-03,849.0,283.0,False,False,False,False,True,283.0
134.0,1067.0,283.0,3.7,271.54668435864176,2024-03-07,A120,Instagram,56.0,3.0,Positive,34.800000000000004,283.0,2024-03,849.0,283.0,False,False,False,False,True,283.0
134.0,1067.0,283.0,3.7,271.54668435864176,2024-03-07,A120,Instagram,92.0,3.6,Positive,56.63999999999999,283.0,2024-03,849.0,283.0,False,False,False,False,True,283.0
177.0,1068.0,221.0,1.3,213.5086608109138,2024-03-08,A183,TikTok,90.0,4.1,Positive,55.64,221.0,2024-03,881.791311623825,220.44782790595625,False,False,False,True,False,221.0
177.0,1068.0,221.0,1.3,213.5086608109138,2024-03-08,A183,TikTok,72.0,5.0,Positive,45.199999999999996,221.0,2024-03,881.791311623825,220.44782790595625,False,False,False,True,False,221.0
180.0,1069.0,201.0,2.3,204.8502161583364,2024-03-09,A131,LinkedIn,87.0,3.0,Positive,53.4,201.0,2024-03,402.189872712544,201.094936356272,False,False,True,False,False,201.0
135.0,1070.0,364.0,3.0,343.1912727959928,2024-03-10,A129,Twitter,54.0,4.5,Neutral,34.199999999999996,364.0,2024-03,364.0,364.0,False,False,True,False,False,364.0
149.0,1071.0,423.0,1.1,456.57672705984805,2024-03-11,A131,LinkedIn,87.0,3.0,Positive,53.4,423.0,2024-03,423.0,423.0,False,False,False,False,True,423.0
103.0,1072.0,209.0,4.3,211.93757826290744,2024-03-12,A194,LinkedIn,89.0,4.0,Negative,55.0,317.5,2024-03,574.9584381820621,191.65281272735402,False,False,False,False,True,317.5
101.0,1073.0,145.0,2.1,130.9525048767052,2024-03-13,A116,Twitter,78.0,1.1,Negative,47.239999999999995,320.3333333333333,2024-03,725.0,145.0,True,False,False,False,False,320.3333333333333
101.0,1073.0,145.0,2.1,130.9525048767052,2024-03-13,A116,LinkedIn,89.0,2.4,Neutral,54.36,232.66666666666666,2024-03,725.0,145.0,True,False,False,False,False,232.66666666666666
101.0,1073.0,145.0,2.1,130.9525048767052,2024-03-13,A116,Instagram,81.0,4.6,Neutral,50.44,145.0,2024-03,725.0,145.0,True,False,False,False,False,145.0
101.0,1073.0,145.0,2.1,130.9525048767052,2024-03-13,A116,TikTok,83.0,1.2,Negative,50.279999999999994,145.0,2024-03,725.0,145.0,True,False,False,False,False,145.0
101.0,1073.0,145.0,2.1,130.9525048767052,2024-03-13,A116,Twitter,78.0,1.1,Negative,47.239999999999995,145.0,2024-03,725.0,145.0,True,False,False,False,False,145.0
105.0,1074.0,282.0,1.5,286.6954174311563,2024-03-14,A163,TikTok,53.0,4.0,Neutral,33.4,282.0,2024-03,1702.174955326433,283.69582588773886,True,False,False,False,False,282.0
105.0,1074.0,282.0,1.5,286.6954174311563,2024-03-14,A163,TikTok,96.0,3.2,Neutral,58.879999999999995,282.0,2024-03,1702.174955326433,283.69582588773886,True,False,False,False,False,282.0
153.0,1075.0,229.0,3.8,232.8240696233056,2024-03-15,,Unknown,77.0,3.6500000000000004,Neutral,47.66,229.0,2024-03,1183.2957666613408,295.8239416653352,False,False,False,True,False,229.0
103.0,1076.0,162.0,3.5,169.3073863319594,2024-03-16,A194,LinkedIn,89.0,4.0,Negative,55.0,265.6666666666667,2024-03,574.9584381820621,191.65281272735402,False,False,False,False,True,265.6666666666667
153.0,1077.0,367.0,4.5,330.6269725431933,2024-03-17,,Unknown,77.0,3.6500000000000004,Neutral,47.66,298.0,2024-03,1183.2957666613408,295.8239416653352,False,False,True,False,False,298.0
192.0,1078.0,491.0,3.9,463.9203691125299,2024-03-18,A156,Instagram,52.0,4.9,Positive,33.16,411.5,2024-03,491.0,491.0,True,False,False,False,False,411.5
162.0,1079.0,101.0,4.2,104.89271382509683,2024-03-19,A126,TikTok,75.0,3.1,Neutral,46.24,101.0,2024-03,202.0,101.0,True,False,False,False,False,101.0
162.0,1079.0,101.0,4.2,104.89271382509683,2024-03-19,A126,Facebook,98.0,4.3,Negative,60.519999999999996,101.0,2024-03,202.0,101.0,True,False,False,False,False,101.0
117.0,1080.0,317.0,2.1,286.2335164402355,2024-03-20,,Unknown,77.0,3.6500000000000004,Neutral,47.66,375.5,2024-03,317.0,317.0,False,False,True,False,False,375.5
189.0,1081.0,344.0,3.0,351.5263425014758,2024-03-21,A173,TikTok,63.0,4.3,Negative,39.519999999999996,302.6666666666667,2024-03,688.0,344.0,True,False,False,False,False,302.6666666666667
189.0,1081.0,344.0,3.0,351.5263425014758,2024-03-21,A173,Facebook,78.0,3.9,Negative,48.36,323.3333333333333,2024-03,688.0,344.0,True,False,False,False,False,323.3333333333333
143.0,1082.0,435.0,4.0,468.7300769945298,2024-03-22,,Unknown,77.0,3.6500000000000004,Neutral,47.66,324.5,2024-03,649.0,324.5,False,False,False,True,False,324.5
133.0,1083.0,436.0,4.2,393.7448646498362,2024-03-23,,Unknown,77.0,3.6500000000000004,Neutral,47.66,436.0,2024-03,436.0,436.0,False,False,False,False,True,436.0
173.0,1084.0,162.0,5.0,152.97022157374647,2024-03-24,A194,LinkedIn,89.0,4.0,Negative,55.0,162.0,2024-03,162.0,162.0,False,False,True,False,False,162.0
161.0,1085.0,150.0,2.7,137.39599606627982,2024-03-25,A118,Facebook,76.0,3.9,Negative,47.160000000000004,106.66666666666667,2024-03,293.8973534168081,146.94867670840404,False,False,False,False,True,106.66666666666667
199.0,1086.0,162.0,2.5,173.13336661589943,2024-03-26,A178,LinkedIn,74.0,4.9,Positive,46.36,240.66666666666666,2024-03,486.0,162.0,True,False,False,False,False,240.66666666666666
199.0,1086.0,162.0,2.5,173.13336661589943,2024-03-26,A178,LinkedIn,53.0,1.5,Neutral,32.4,201.33333333333334,2024-03,486.0,162.0,True,False,False,False,False,201.33333333333334
199.0,1086.0,162.0,2.5,173.13336661589943,2024-03-26,A178,TikTok,68.0,3.5,Negative,42.199999999999996,162.0,2024-03,486.0,162.0,True,False,False,False,False,162.0
113.0,1087.0,489.0,4.1,487.0204110622879,2024-03-27,A196,Instagram,85.0,3.9,Negative,52.56,329.5,2024-03,489.0,489.0,True,False,False,False,False,329.5
194.0,1088.0,130.0,2.4,135.04792575498496,2024-03-28,A110,Unknown,77.0,3.6500000000000004,Neutral,47.66,130.0,2024-03,130.0,130.0,False,False,True,False,False,130.0
147.0,1089.0,236.0,3.0,226.2220869985719,2024-03-29,A159,Unknown,77.0,3.6500000000000004,Neutral,47.66,236.0,2024-03,692.2073587300265,230.73578624334218,False,False,False,True,False,236.0
114.0,1090.0,162.0,4.4,167.34519022259502,2024-03-30,A171,Unknown,77.0,3.6500000000000004,Neutral,47.66,262.3333333333333,2024-03,162.0,162.0,False,True,False,False,False,262.3333333333333
171.0,1091.0,51.0,2.7,52.448884732963705,2024-03-31,,Unknown,77.0,3.6500000000000004,Neutral,47.66,153.5,2024-03,51.0,51.0,False,False,True,False,False,153.5
177.0,1092.0,179.0,4.0,164.64752098741212,2024-04-01,A183,TikTok,90.0,4.1,Positive,55.64,207.0,2024-04,358.0,179.0,False,True,False,False,False,207.0
177.0,1092.0,179.0,4.0,164.64752098741212,2024-04-01,A183,TikTok,72.0,5.0,Positive,45.199999999999996,193.0,2024-04,358.0,179.0,False,True,False,False,False,193.0
186.0,1093.0,269.0,4.0,269.71230300507204,2024-04-02,A160,TikTok,56.0,2.6,Positive,34.64,375.6666666666667,2024-04,807.0,269.0,False,True,False,False,False,375.6666666666667
186.0,1093.0,269.0,4.0,269.71230300507204,2024-04-02,A160,LinkedIn,73.0,2.0,Neutral,44.599999999999994,322.3333333333333,2024-04,807.0,269.0,False,True,False,False,False,322.3333333333333
186.0,1093.0,269.0,4.0,269.71230300507204,2024-04-02,A160,Instagram,89.0,2.9,Neutral,54.559999999999995,269.0,2024-04,807.0,269.0,False,True,False,False,False,269.0
